user_id,timestamp,group,landing_page,converted
939428,03:27.0,treatment,new_page,0
676448,10:50.6,treatment,new_page,0
885311,14:23.1,treatment,new_page,0
667271,15:55.9,control,old_page,0
733260,23:06.8,control,old_page,1
756413,37:05.4,treatment,new_page,1
891576,40:46.2,control,old_page,0
797344,43:10.8,control,old_page,0
840355,46:03.6,treatment,new_page,0
684929,34:35.9,treatment,new_page,0
655484,47:36.8,control,old_page,0
804228,01:45.2,control,old_page,0
743997,14:41.5,control,old_page,0
930132,26:25.2,treatment,new_page,1
661175,28:55.4,control,old_page,0
773302,29:49.8,treatment,new_page,0
785454,59:44.2,control,old_page,0
635658,00:29.1,treatment,new_page,0
729613,09:56.8,control,old_page,0
920964,24:29.6,treatment,new_page,0
678513,36:26.2,treatment,new_page,0
728874,38:16.9,control,old_page,0
728948,46:21.7,control,old_page,1
722924,46:30.8,treatment,new_page,0
677625,47:27.5,control,old_page,1
823743,57:20.2,control,old_page,1
656838,57:28.6,treatment,new_page,0
868684,24:55.5,control,old_page,0
786907,29:08.7,control,old_page,1
834299,12:24.1,treatment,new_page,0
733359,24:33.2,treatment,new_page,0
644539,33:55.5,control,old_page,0
921353,36:08.4,treatment,new_page,0
908658,58:13.7,control,old_page,0
868358,21:34.6,control,old_page,0
856078,29:30.4,treatment,old_page,0
755887,30:52.8,treatment,new_page,0
836104,32:04.7,control,old_page,1
849704,45:17.0,control,old_page,0
855400,52:22.3,treatment,new_page,0
773967,05:17.5,treatment,new_page,0
939337,06:11.9,control,old_page,0
917140,23:54.0,treatment,new_page,0
911667,32:36.4,treatment,new_page,1
699424,42:56.0,control,old_page,0
745798,44:37.7,control,old_page,0
668730,51:23.2,control,old_page,0
809441,56:36.0,control,old_page,0
862628,01:37.4,control,old_page,1
910059,01:45.4,treatment,new_page,0
649981,11:43.2,control,old_page,1
875231,13:01.7,control,old_page,0
646682,22:30.1,treatment,new_page,1
861000,26:45.1,treatment,new_page,0
834751,45:53.0,treatment,new_page,0
765245,47:35.5,treatment,new_page,0
674194,52:31.7,control,old_page,0
737308,54:55.8,treatment,new_page,0
707519,02:08.3,control,old_page,0
699064,04:34.6,treatment,new_page,0
814053,05:38.1,treatment,new_page,0
717790,07:12.8,treatment,new_page,0
645900,23:21.0,treatment,new_page,0
772092,23:37.7,control,old_page,0
827652,32:56.0,control,old_page,1
698290,06:22.7,control,old_page,0
658742,10:10.1,treatment,new_page,0
882195,21:33.5,treatment,new_page,0
798361,22:39.1,control,old_page,0
917590,29:18.4,control,old_page,0
773523,42:11.8,treatment,new_page,0
915446,46:05.4,control,old_page,0
769072,08:37.3,control,old_page,0
842376,11:46.3,treatment,new_page,0
924300,17:42.7,control,old_page,1
735102,43:56.1,control,old_page,0
835320,48:05.2,control,old_page,1
941424,59:47.5,control,old_page,0
889175,03:51.9,control,old_page,0
938880,33:46.4,treatment,new_page,0
752596,41:44.5,control,old_page,0
910633,50:24.6,treatment,new_page,0
832625,53:37.1,treatment,new_page,0
740805,59:45.5,treatment,new_page,0
683791,02:49.3,control,old_page,1
727085,11:34.9,control,old_page,0
902672,17:20.5,control,old_page,0
906276,24:28.2,control,old_page,0
660301,32:14.8,treatment,new_page,0
754283,36:58.5,treatment,new_page,0
653528,46:37.2,treatment,new_page,1
857289,48:54.5,treatment,new_page,0
684855,50:36.0,treatment,new_page,0
662761,07:05.5,treatment,new_page,0
761802,22:39.0,treatment,new_page,0
759963,38:50.7,treatment,new_page,0
780053,41:53.2,treatment,new_page,0
801763,43:30.2,control,old_page,1
714175,49:29.0,treatment,new_page,0
872434,50:32.1,treatment,new_page,0
752135,18:28.5,control,old_page,0
826978,25:13.3,treatment,new_page,0
678855,27:20.4,control,old_page,1
652226,37:03.6,control,old_page,0
939369,43:24.8,treatment,new_page,0
897949,05:33.3,control,old_page,0
688729,21:11.8,control,old_page,0
731777,23:32.2,control,old_page,0
867032,41:51.2,control,old_page,0
839377,43:32.7,treatment,new_page,0
662907,48:48.6,control,old_page,0
767017,58:15.0,control,new_page,0
873670,15:39.3,treatment,new_page,0
810338,20:26.1,treatment,new_page,1
709247,33:34.7,treatment,new_page,0
651511,36:46.0,treatment,new_page,0
819341,45:32.2,control,old_page,0
670914,48:41.7,treatment,new_page,0
773253,51:00.8,control,old_page,0
933162,56:19.9,control,old_page,0
746026,19:49.3,control,old_page,0
872668,26:42.7,treatment,new_page,0
818071,38:38.2,control,old_page,0
831390,52:37.7,control,old_page,0
769083,03:38.3,treatment,new_page,0
735393,06:33.9,treatment,new_page,0
717249,13:22.2,control,old_page,0
798121,19:07.0,treatment,new_page,0
855942,21:41.9,treatment,new_page,0
715337,25:49.0,control,old_page,0
684483,27:25.3,treatment,new_page,0
821381,41:55.1,control,old_page,0
795944,01:24.5,control,old_page,0
841052,04:30.4,treatment,new_page,0
778849,19:29.3,control,old_page,0
824129,30:04.8,treatment,new_page,0
851399,46:08.8,control,old_page,0
760554,48:32.8,control,old_page,0
833593,54:22.5,treatment,new_page,0
633083,03:37.7,control,old_page,0
910027,07:56.3,control,old_page,0
880412,13:36.6,treatment,new_page,0
745777,21:50.0,treatment,new_page,0
934287,22:53.5,treatment,new_page,0
830935,32:48.2,control,old_page,0
630283,39:19.3,treatment,new_page,0
819928,50:07.1,treatment,new_page,1
637774,55:51.0,treatment,new_page,0
926034,02:24.2,control,old_page,0
926906,04:04.5,control,old_page,0
920810,06:58.5,control,old_page,1
630484,14:21.0,treatment,new_page,1
693328,14:21.8,treatment,new_page,0
698527,14:31.9,treatment,new_page,0
785341,18:43.9,treatment,new_page,0
727083,22:00.3,treatment,new_page,0
762397,33:09.7,control,old_page,0
889695,53:53.2,control,old_page,0
714666,54:12.6,control,old_page,0
864258,59:45.0,control,old_page,1
914119,04:40.9,control,old_page,0
871289,05:43.9,control,old_page,0
909169,11:22.0,control,old_page,0
749672,11:46.6,control,old_page,0
896362,12:54.2,treatment,new_page,0
922080,31:19.7,treatment,new_page,0
860422,40:11.2,control,old_page,0
737804,42:45.2,treatment,new_page,0
701308,43:39.5,control,old_page,0
841497,52:53.5,control,old_page,0
729650,53:56.6,control,old_page,0
942535,54:42.7,treatment,new_page,0
691147,08:12.7,treatment,new_page,0
781060,23:14.7,treatment,new_page,0
758122,26:29.4,treatment,new_page,1
683501,26:46.0,treatment,new_page,0
911707,29:23.2,control,old_page,1
833013,31:45.5,control,old_page,0
904540,33:29.7,treatment,new_page,0
777700,40:05.9,treatment,new_page,0
789390,49:48.4,treatment,new_page,0
655398,53:13.4,treatment,new_page,0
690701,05:38.2,control,old_page,1
734839,07:01.0,control,old_page,0
785130,08:09.8,control,old_page,0
662068,19:22.6,control,old_page,0
660205,32:51.1,treatment,new_page,0
800870,55:23.9,treatment,new_page,0
842985,58:46.5,control,old_page,0
888342,07:26.8,treatment,new_page,0
932725,11:33.1,treatment,new_page,0
712428,25:52.8,treatment,new_page,0
805069,43:05.2,treatment,new_page,0
920235,51:46.7,control,old_page,0
633378,53:44.0,control,old_page,0
839715,55:59.4,control,old_page,0
924145,58:24.6,control,old_page,0
760161,01:03.7,control,old_page,0
898435,13:34.0,control,old_page,0
758516,16:55.9,treatment,new_page,0
801513,20:15.1,control,old_page,0
648318,24:44.3,treatment,new_page,0
642034,35:10.9,control,old_page,0
689842,49:56.6,control,old_page,1
683154,51:07.7,treatment,new_page,0
688418,56:38.7,control,old_page,0
788526,00:18.4,control,old_page,0
868849,04:53.7,treatment,new_page,0
855124,06:22.8,treatment,new_page,0
635762,06:31.6,control,old_page,0
888474,18:32.9,control,old_page,1
650463,39:58.4,treatment,new_page,0
918268,45:12.5,treatment,new_page,0
817525,59:35.6,control,old_page,0
876353,31:03.6,treatment,new_page,0
671839,47:18.1,treatment,new_page,0
903822,52:24.3,treatment,new_page,0
633389,05:14.0,treatment,new_page,0
666345,08:33.0,treatment,new_page,0
878040,12:07.2,control,old_page,0
761486,22:24.0,treatment,new_page,0
832426,51:22.1,control,old_page,0
666613,58:48.2,treatment,new_page,0
633828,01:51.8,control,old_page,0
636597,18:18.0,treatment,new_page,0
716368,34:27.7,treatment,new_page,1
749201,45:24.0,control,old_page,0
747250,55:04.5,control,old_page,0
731555,14:30.2,treatment,new_page,0
872023,19:39.9,treatment,new_page,0
702268,25:15.2,control,old_page,0
840070,27:30.2,control,old_page,0
817188,36:47.1,control,old_page,0
687330,50:15.6,control,old_page,0
684529,50:31.1,treatment,new_page,0
730746,12:45.7,control,old_page,0
662317,17:13.1,treatment,new_page,0
855754,23:50.5,treatment,new_page,0
888915,36:57.2,treatment,new_page,0
802510,37:17.2,treatment,new_page,0
919777,54:14.3,treatment,new_page,0
706373,01:56.1,control,old_page,0
761001,03:20.5,treatment,new_page,0
772279,09:41.3,treatment,new_page,0
744314,10:24.2,control,old_page,0
730831,19:14.4,control,old_page,0
850262,56:43.7,control,old_page,0
862647,16:18.7,control,old_page,0
929603,17:09.4,control,old_page,1
783362,19:52.2,control,old_page,0
690284,22:57.2,control,old_page,0
641611,23:03.5,treatment,new_page,0
840818,30:07.8,control,old_page,0
858119,34:58.4,treatment,new_page,0
783460,45:58.7,treatment,new_page,0
652200,04:33.9,treatment,new_page,1
666278,07:56.4,treatment,new_page,0
715870,23:27.1,control,old_page,0
800982,37:56.7,treatment,new_page,1
900093,49:25.0,treatment,new_page,0
798424,53:24.3,treatment,new_page,0
746018,59:13.1,control,old_page,0
715259,21:52.5,treatment,new_page,0
648214,22:32.3,control,old_page,0
690436,36:15.8,treatment,new_page,1
697626,37:54.4,treatment,new_page,0
928902,50:52.6,control,old_page,0
696911,51:47.1,treatment,new_page,0
644712,05:02.0,treatment,new_page,0
720216,12:34.3,control,old_page,0
739441,30:44.7,control,old_page,0
807913,36:12.3,treatment,new_page,1
889750,52:07.6,treatment,new_page,0
727729,59:34.9,treatment,new_page,0
874744,00:11.8,control,old_page,1
839364,09:28.3,treatment,new_page,1
725640,17:54.3,treatment,new_page,0
780686,31:57.7,control,old_page,0
684681,44:57.4,control,old_page,0
840377,52:06.6,treatment,new_page,0
727701,21:37.2,treatment,new_page,0
770983,28:06.7,treatment,new_page,0
701757,34:44.1,treatment,new_page,0
666659,36:14.6,control,old_page,0
776022,41:08.6,control,old_page,0
659749,57:46.3,treatment,new_page,0
899990,09:54.8,treatment,new_page,0
873432,31:11.9,treatment,new_page,0
795313,36:38.4,treatment,new_page,0
816691,37:49.3,control,old_page,0
690689,43:59.6,treatment,new_page,0
708223,47:15.2,treatment,new_page,0
943748,48:42.8,treatment,new_page,0
636466,55:07.0,treatment,new_page,0
642593,57:36.4,control,old_page,0
811888,11:50.9,control,old_page,1
739874,23:07.2,treatment,new_page,0
936821,39:50.9,treatment,new_page,0
717285,45:11.4,control,old_page,0
667334,46:08.7,treatment,new_page,0
878154,51:46.0,control,old_page,0
754106,10:16.1,control,old_page,0
862903,25:01.1,treatment,new_page,0
637837,54:05.1,control,old_page,0
685798,54:22.9,control,old_page,0
768595,02:55.9,control,old_page,0
846027,06:02.3,control,old_page,1
758354,19:31.7,control,old_page,0
805235,36:53.8,control,old_page,1
825828,44:52.0,control,old_page,0
869608,53:15.8,treatment,new_page,0
933255,53:45.4,treatment,new_page,0
864164,56:07.6,treatment,new_page,0
804331,57:46.2,control,old_page,0
738994,59:35.5,treatment,new_page,0
896076,14:38.1,control,old_page,0
642619,22:40.6,treatment,new_page,0
709297,29:05.9,treatment,new_page,0
647875,46:35.1,treatment,new_page,0
648008,47:42.7,control,old_page,1
778079,52:09.7,control,old_page,0
941264,59:43.7,control,old_page,0
708763,17:22.5,control,old_page,0
717680,27:52.2,treatment,new_page,0
724603,53:30.9,treatment,new_page,0
678844,59:19.5,treatment,new_page,0
816511,05:44.4,control,old_page,0
675245,10:42.3,control,old_page,0
650328,14:49.8,control,old_page,0
905910,22:45.3,treatment,new_page,0
697226,36:54.0,treatment,new_page,0
748283,59:34.8,treatment,new_page,0
880494,07:15.1,treatment,new_page,0
853272,18:05.4,treatment,new_page,0
842803,36:00.4,treatment,new_page,0
646979,47:54.8,treatment,new_page,0
686492,54:14.9,treatment,new_page,0
743060,54:24.5,treatment,new_page,0
729064,54:34.3,control,old_page,0
675886,19:04.5,control,old_page,0
646065,22:23.6,treatment,new_page,1
837277,32:21.6,treatment,new_page,0
942164,33:26.3,control,old_page,0
788491,01:22.1,treatment,new_page,0
935808,08:09.1,control,old_page,0
706829,16:19.5,treatment,new_page,0
715257,25:06.5,control,old_page,0
723029,44:18.8,control,old_page,0
899835,47:43.9,control,old_page,0
812587,50:48.4,control,old_page,1
643530,07:13.4,treatment,new_page,0
862354,35:14.4,treatment,new_page,0
718157,37:18.5,treatment,new_page,0
847262,38:32.7,control,old_page,0
688211,39:16.8,control,old_page,0
641897,07:10.4,control,old_page,1
872709,27:56.0,treatment,new_page,0
826183,08:01.7,treatment,new_page,0
803129,15:06.6,control,old_page,0
842094,23:24.6,treatment,new_page,0
881445,25:08.4,treatment,new_page,0
925657,43:44.7,treatment,new_page,0
696202,50:10.4,control,old_page,1
924181,08:43.5,control,old_page,0
724879,16:55.8,treatment,new_page,0
756719,23:58.4,control,old_page,0
717378,27:36.6,treatment,new_page,0
779677,36:55.9,treatment,new_page,0
646953,49:14.5,control,old_page,0
779860,49:53.0,control,old_page,0
723005,51:06.4,control,old_page,0
827337,58:37.0,control,old_page,0
886003,12:26.8,treatment,new_page,0
660253,19:00.4,control,old_page,1
686917,21:32.3,control,old_page,0
820166,38:55.7,treatment,new_page,0
781550,39:34.4,treatment,new_page,0
923326,53:13.7,treatment,new_page,1
904363,56:06.5,treatment,new_page,0
682068,06:19.4,treatment,new_page,0
745960,12:31.3,control,old_page,0
912997,27:04.4,control,old_page,0
712462,29:49.2,control,old_page,0
913616,30:23.9,treatment,new_page,0
728167,36:03.6,control,old_page,0
661674,47:16.7,treatment,new_page,0
755345,03:56.6,control,old_page,0
715805,09:27.9,treatment,new_page,1
800450,11:03.1,control,old_page,0
832350,15:12.8,control,old_page,0
736615,15:58.3,treatment,new_page,0
678764,20:38.1,treatment,new_page,0
857251,28:49.8,control,old_page,1
634833,33:41.2,control,old_page,1
738864,51:31.6,treatment,new_page,0
812185,57:34.4,control,old_page,0
651253,16:14.5,treatment,new_page,0
682635,27:26.2,treatment,new_page,0
726011,36:47.4,control,old_page,0
772107,39:33.8,control,old_page,0
830455,08:07.7,treatment,new_page,0
755245,10:54.3,treatment,new_page,0
838833,13:20.6,control,old_page,0
917397,19:11.9,treatment,new_page,0
794936,20:00.9,control,old_page,0
796557,24:47.8,treatment,new_page,0
927416,29:20.1,treatment,new_page,0
893451,32:13.6,treatment,new_page,0
888264,32:27.1,treatment,new_page,0
819403,00:14.0,control,old_page,0
847598,11:57.2,control,old_page,0
796783,16:38.6,control,old_page,0
657509,21:30.7,control,old_page,0
864506,23:25.1,treatment,new_page,0
945236,28:25.6,treatment,new_page,0
632643,33:48.0,treatment,new_page,0
708699,42:20.3,treatment,new_page,0
651483,44:01.0,treatment,new_page,0
905859,57:09.0,treatment,new_page,0
938531,57:18.9,treatment,new_page,0
664547,00:58.9,treatment,new_page,0
713137,02:16.7,treatment,new_page,1
748723,14:52.9,treatment,new_page,0
660084,38:33.0,control,old_page,0
662281,38:54.2,control,old_page,0
810219,56:34.4,treatment,new_page,0
723331,57:57.4,control,old_page,0
865771,59:38.9,treatment,new_page,0
799598,01:19.1,treatment,new_page,1
746434,23:03.4,control,old_page,0
714969,29:42.4,control,old_page,1
698765,45:08.5,treatment,new_page,0
837967,46:23.2,control,old_page,0
921712,46:30.9,treatment,new_page,0
875107,50:39.0,treatment,new_page,0
638789,56:16.6,control,old_page,0
694758,06:15.0,treatment,new_page,0
741443,02:32.3,control,old_page,1
838336,05:24.3,treatment,old_page,0
836391,06:22.6,treatment,new_page,0
842871,11:16.5,treatment,new_page,1
924843,11:28.2,treatment,new_page,0
817933,19:35.0,treatment,new_page,1
944789,23:13.0,control,old_page,0
863880,32:10.7,treatment,new_page,0
916064,49:44.5,treatment,new_page,1
645142,51:36.6,treatment,new_page,0
790172,21:14.2,treatment,new_page,0
860101,26:32.9,treatment,new_page,1
937946,32:32.0,control,old_page,0
829009,40:19.2,control,old_page,0
861719,54:05.3,treatment,new_page,0
921793,09:38.4,control,old_page,1
796510,14:42.4,control,old_page,0
702186,16:01.4,treatment,new_page,0
716056,21:27.8,control,old_page,0
899412,32:28.0,control,old_page,0
772083,38:08.5,control,old_page,0
927490,43:25.2,treatment,new_page,0
898138,20:27.2,treatment,new_page,0
655984,21:30.5,treatment,new_page,0
668205,22:53.4,treatment,new_page,0
766655,29:59.1,control,old_page,0
815198,31:01.8,control,old_page,0
839629,31:35.9,treatment,new_page,0
740509,51:47.5,control,old_page,0
786347,08:41.5,control,old_page,0
700373,34:08.5,control,old_page,0
825599,45:26.6,control,old_page,0
743573,49:12.2,treatment,new_page,0
724775,59:58.3,treatment,new_page,0
715606,21:17.1,control,old_page,0
673630,45:20.5,treatment,new_page,0
663366,53:38.5,control,old_page,0
911599,03:42.7,control,old_page,0
711667,14:26.9,control,old_page,1
782347,15:20.9,control,old_page,0
750714,39:14.8,control,old_page,0
807093,39:41.6,control,old_page,1
676759,02:49.6,control,old_page,0
741507,55:07.5,treatment,new_page,0
763894,03:52.8,treatment,new_page,1
776095,04:40.8,control,old_page,0
904250,19:09.0,treatment,new_page,0
737607,34:22.1,control,old_page,0
796827,45:44.7,control,old_page,0
844067,59:22.0,treatment,new_page,0
859478,09:13.0,treatment,new_page,0
773106,28:00.1,control,old_page,0
730749,32:37.9,treatment,new_page,0
687764,37:46.5,control,old_page,0
779533,06:40.7,control,old_page,0
878528,12:31.3,treatment,new_page,0
803518,18:06.0,control,old_page,1
803883,21:55.5,control,old_page,0
841994,34:44.2,treatment,new_page,0
706917,39:56.3,control,old_page,0
874377,45:48.2,control,old_page,0
871148,03:35.4,control,old_page,1
941594,09:25.1,treatment,new_page,0
919723,18:18.5,control,old_page,0
871947,20:30.6,control,old_page,0
639533,20:37.6,control,old_page,0
863178,24:22.9,treatment,new_page,0
888581,26:17.9,control,old_page,1
665372,01:25.7,treatment,new_page,0
869321,14:52.4,control,old_page,0
807997,18:30.0,control,old_page,0
689743,22:42.5,treatment,new_page,0
640807,29:43.0,control,old_page,1
642433,41:47.8,control,old_page,0
731709,43:30.4,control,old_page,0
900119,57:56.9,treatment,new_page,0
812318,00:11.1,control,old_page,1
781259,00:47.7,control,old_page,0
728288,11:24.4,treatment,new_page,0
677869,19:37.5,control,old_page,0
815407,31:26.7,control,old_page,0
900379,36:44.0,treatment,new_page,0
666002,38:36.4,treatment,new_page,0
828156,42:49.4,control,old_page,0
776669,44:47.1,treatment,new_page,0
742561,03:21.3,control,old_page,0
740577,10:57.5,treatment,new_page,0
769039,16:47.8,control,old_page,0
705924,17:33.3,treatment,new_page,0
682130,19:02.4,control,old_page,1
896495,29:36.0,treatment,new_page,0
837996,38:58.1,treatment,new_page,0
753515,43:23.7,treatment,new_page,0
689934,56:25.4,treatment,new_page,0
758912,06:38.5,control,old_page,0
880013,12:17.9,treatment,new_page,0
929948,22:15.4,treatment,new_page,0
790497,22:43.1,treatment,new_page,0
760271,27:11.1,control,old_page,0
889470,30:02.6,treatment,new_page,1
908396,38:15.1,treatment,new_page,0
891104,57:38.7,control,old_page,0
710871,58:39.8,treatment,old_page,0
846537,03:35.9,treatment,new_page,0
637191,15:19.8,treatment,new_page,0
727214,32:38.0,treatment,new_page,0
793275,45:42.5,treatment,new_page,0
788307,50:34.3,treatment,new_page,0
777446,55:11.7,treatment,new_page,1
833306,58:50.9,control,old_page,0
921852,32:47.5,treatment,new_page,0
879815,45:22.9,treatment,new_page,0
803742,57:44.6,treatment,new_page,0
705635,07:01.6,control,old_page,1
849725,05:51.7,treatment,new_page,0
848505,08:19.5,control,old_page,0
871233,24:32.5,treatment,new_page,0
843607,34:39.5,control,old_page,0
839475,43:29.4,treatment,new_page,0
799741,44:53.1,control,old_page,0
866485,46:29.7,control,old_page,0
839785,11:06.6,treatment,new_page,1
939630,15:54.4,control,old_page,0
713375,16:44.6,control,old_page,0
658892,19:11.8,treatment,new_page,0
884256,24:17.4,treatment,new_page,1
736571,29:21.5,treatment,new_page,0
634630,38:44.9,treatment,new_page,0
757090,43:23.1,treatment,new_page,0
802650,44:17.0,control,old_page,0
903270,59:18.8,control,old_page,0
804015,59:38.6,control,old_page,0
645432,59:59.0,treatment,new_page,0
838430,14:00.6,treatment,new_page,0
926390,14:48.8,control,old_page,0
631523,25:03.6,control,old_page,0
821037,28:03.7,treatment,new_page,0
827198,33:58.9,treatment,new_page,0
825913,41:25.3,treatment,new_page,0
741969,52:14.7,treatment,new_page,0
680585,00:29.2,control,old_page,0
849152,03:02.9,control,old_page,0
891606,06:39.0,control,old_page,0
936562,10:58.7,treatment,new_page,0
727065,16:46.8,treatment,new_page,0
895342,19:25.9,treatment,new_page,0
761195,22:18.7,control,old_page,0
811810,44:34.2,control,old_page,0
700144,47:09.1,control,old_page,0
807161,54:18.3,control,old_page,1
652743,59:47.4,control,old_page,0
920908,22:18.8,treatment,new_page,1
866414,28:16.2,treatment,new_page,0
803172,31:28.9,control,old_page,0
900814,31:42.8,treatment,new_page,1
715554,42:23.6,control,old_page,0
799481,57:20.5,control,old_page,0
667812,27:23.3,treatment,new_page,1
751766,27:45.5,control,old_page,1
792671,32:46.4,treatment,new_page,0
873657,35:56.1,treatment,new_page,0
803895,42:38.8,treatment,new_page,0
809512,56:18.9,control,old_page,0
811938,59:34.9,treatment,new_page,0
853156,19:45.4,treatment,old_page,0
841514,28:09.4,treatment,new_page,0
813319,31:15.2,treatment,new_page,0
715135,39:37.3,control,old_page,0
777172,40:31.3,control,old_page,0
775752,43:52.0,control,old_page,0
809714,01:29.9,control,old_page,0
632861,03:00.6,treatment,new_page,0
771087,05:30.0,control,old_page,0
920288,11:52.0,treatment,new_page,1
702086,13:06.5,treatment,new_page,0
721635,25:04.7,treatment,new_page,0
772720,42:07.4,control,old_page,0
782975,46:34.9,treatment,new_page,0
926454,49:37.0,control,old_page,0
933569,54:23.0,treatment,new_page,0
894463,57:30.9,treatment,new_page,0
744483,06:31.4,treatment,new_page,0
832170,14:37.7,treatment,new_page,0
654676,30:50.8,treatment,new_page,0
885324,42:37.1,control,old_page,0
695896,43:21.2,treatment,new_page,1
941775,46:29.2,control,old_page,0
820354,49:45.2,control,old_page,0
887870,58:57.9,treatment,new_page,0
778642,00:27.0,control,old_page,0
829339,06:31.0,control,old_page,0
648682,08:56.7,control,old_page,0
685967,32:16.7,control,old_page,0
637949,41:16.7,treatment,new_page,0
903550,44:59.1,control,old_page,0
889114,54:06.0,control,old_page,0
815747,15:49.0,treatment,new_page,0
691880,19:08.8,control,old_page,0
843596,19:48.1,control,old_page,0
804852,30:12.9,control,old_page,0
798781,47:11.3,treatment,new_page,0
753113,55:48.9,control,old_page,1
706053,56:39.4,treatment,new_page,0
660052,59:33.9,control,old_page,1
658478,08:51.0,control,old_page,0
631009,08:56.4,control,old_page,0
826085,16:27.6,treatment,new_page,0
914881,32:53.3,control,old_page,1
933309,41:41.0,control,old_page,1
749962,43:29.5,treatment,new_page,0
796347,46:42.2,control,old_page,0
944773,47:49.0,treatment,new_page,0
645674,48:09.5,control,old_page,0
665732,52:05.6,control,old_page,0
799781,11:15.0,control,old_page,0
737623,08:26.9,treatment,new_page,0
893443,13:02.5,control,old_page,0
898321,29:22.3,treatment,new_page,0
810432,43:25.5,treatment,new_page,0
895005,49:06.0,control,old_page,0
634703,15:32.7,control,old_page,0
709584,17:07.0,control,old_page,0
861241,29:31.5,control,old_page,1
738570,34:33.2,control,old_page,0
826305,35:06.0,treatment,new_page,1
661555,37:14.8,treatment,new_page,0
926122,48:44.4,control,old_page,0
738934,50:42.6,treatment,new_page,0
829235,51:57.5,control,old_page,0
656546,56:45.9,control,old_page,0
775382,07:14.4,treatment,new_page,0
923282,07:57.4,control,old_page,0
938063,25:36.2,treatment,new_page,0
804450,31:49.3,control,old_page,0
875112,33:10.6,treatment,new_page,0
767915,33:33.0,control,old_page,0
881867,49:40.4,control,old_page,0
765129,57:56.6,control,old_page,1
650721,58:10.0,treatment,new_page,1
741996,14:49.7,control,old_page,0
848371,33:01.1,treatment,new_page,0
860042,35:28.4,control,old_page,0
854165,38:01.7,treatment,new_page,0
903081,45:16.2,treatment,new_page,0
735021,51:29.3,control,new_page,0
749372,58:13.6,control,old_page,0
723605,02:29.9,treatment,new_page,0
883298,08:54.2,control,old_page,0
746469,10:32.4,control,old_page,1
667777,17:09.4,treatment,new_page,0
817234,40:45.9,control,old_page,0
754137,49:42.1,treatment,new_page,0
726766,00:53.9,treatment,new_page,0
888488,22:59.0,control,old_page,0
944045,29:36.5,treatment,new_page,1
768178,30:19.4,treatment,new_page,0
756055,30:44.2,treatment,new_page,0
695790,37:22.4,treatment,new_page,0
802793,39:00.2,control,old_page,0
872134,43:59.1,control,old_page,0
861467,47:29.6,treatment,new_page,0
880399,54:49.8,treatment,new_page,0
888812,10:11.1,control,old_page,0
810925,21:52.6,treatment,new_page,0
676532,24:29.3,treatment,new_page,0
794558,25:53.9,treatment,new_page,0
748504,26:29.2,treatment,new_page,0
784249,37:15.5,control,old_page,0
754691,48:01.9,control,old_page,0
680314,04:37.2,control,old_page,1
847512,11:22.5,control,old_page,0
748770,21:12.9,treatment,new_page,0
745584,23:15.5,treatment,new_page,0
711529,24:07.6,control,old_page,0
852748,28:48.1,control,old_page,0
670713,31:49.1,control,old_page,0
921675,32:43.8,treatment,new_page,0
824018,37:06.7,treatment,new_page,1
889206,58:27.3,treatment,new_page,0
828235,03:45.5,treatment,new_page,0
659361,10:06.2,treatment,new_page,0
857035,12:35.6,control,old_page,0
918982,18:33.3,treatment,new_page,0
827988,19:22.9,control,old_page,0
901242,32:21.4,control,old_page,0
792588,37:33.4,treatment,new_page,0
892671,41:12.1,treatment,new_page,0
704927,44:27.1,control,old_page,0
672999,53:22.0,treatment,new_page,0
803542,53:44.2,control,old_page,0
811078,30:11.5,treatment,new_page,0
827319,50:01.0,control,old_page,0
642282,54:59.2,treatment,new_page,0
896628,57:59.1,treatment,new_page,0
644926,02:48.1,control,old_page,0
710351,27:28.2,treatment,new_page,0
805076,45:55.8,control,old_page,0
885012,57:12.4,treatment,new_page,0
843470,58:58.3,treatment,new_page,0
869606,12:52.9,control,old_page,0
677606,13:45.7,control,old_page,0
820962,21:47.0,control,old_page,1
636875,31:26.9,control,old_page,0
690198,35:09.4,treatment,new_page,0
908598,37:01.9,treatment,new_page,0
880075,53:48.1,treatment,new_page,0
746134,54:32.1,control,old_page,0
915093,02:59.0,treatment,old_page,0
789959,06:06.3,control,old_page,0
767076,15:40.6,treatment,new_page,0
830868,18:11.3,treatment,new_page,0
880389,19:24.9,control,old_page,0
693279,31:55.9,treatment,new_page,0
884397,32:07.8,control,old_page,0
810446,59:10.3,control,old_page,0
838741,22:13.3,treatment,new_page,0
877725,27:17.4,treatment,new_page,0
784957,37:57.5,treatment,new_page,0
846263,42:46.6,treatment,new_page,0
807822,52:04.9,treatment,new_page,0
703387,52:48.7,control,old_page,0
686942,56:16.1,treatment,new_page,0
650251,03:43.2,control,old_page,1
862772,06:48.4,control,old_page,0
742392,17:02.7,control,old_page,0
836355,32:46.1,treatment,new_page,0
815085,33:16.8,treatment,new_page,0
832861,35:45.5,treatment,new_page,1
892242,55:33.7,treatment,new_page,0
798061,58:07.8,control,old_page,0
638526,00:32.7,control,old_page,0
945608,11:42.2,control,old_page,0
770898,23:43.6,control,old_page,1
893224,38:58.9,treatment,new_page,0
660382,08:52.6,treatment,new_page,0
837589,13:27.8,treatment,new_page,0
705756,15:11.7,treatment,new_page,0
866193,19:47.8,treatment,new_page,1
